"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"putative_sRNA:p4189814_4190659"	268	175	257	682	931	618	1069	558	353	1897.5	1344.5	500	107	752	863.5	855.5	377	439	1499	2455.5	267	260
"putative_UTR:m4190233_4190283"	13.33	5.67	3.5	36.42	48	25.08	43.67	29	15.42	68.17	61.33	23.08	4.33	33.67	30.33	22.17	12.75	13.75	93.67	159.33	16.5	12.25
"gene:Rv3739c"	41	17.17	42.33	125.08	167.17	129.58	191	99.33	60.25	351	249.5	104.25	11.33	125	105.5	247	119.92	156.42	505.33	785.83	71.67	66.25
"putative_UTR:m4190518_4190832"	61.5	19.67	62.33	149.25	201.83	141.92	248.17	120.83	87.75	448.67	349.83	134.25	20	146.17	188.83	294.17	137.75	167.92	602.5	942.5	87.33	85.08
"gene:Rv3740c"	178	106.5	246	314.5	369.5	252.5	482.5	321	185	1026.33	823.83	317.5	72	442.33	611.67	412.5	183.33	269.5	896.25	1486.33	140.83	97
"putative_sRNA:p4190937_4191072"	65	33	54	229	263	165	304	135	84	311.5	236	105	21	162	162.5	246.5	87	151	254	388.5	80	40
"putative_sRNA:p4192116_4192268"	204	95	153.5	394.5	418.5	270.5	770	414	246.5	636.5	427.5	228	50	332.5	322.5	204	83.5	129	499	706	87.5	98
"gene:Rv3741c"	56.5	48.5	75.83	89.83	76.5	84.5	133.5	63.83	42.5	455.83	375.17	115.17	25.5	160.33	321	125.5	45	61.5	487	759.17	48	35.33
"putative_sRNA:p4192567_4193369"	219	97	288.5	431.5	725.5	635.5	723	329	195.5	891.5	718.5	360	102	539.5	639.5	831	420.5	505	748	1228	171.5	132
"gene:Rv3742c"	82	104.5	125.33	48.67	46	58.5	93.33	60.83	31.5	338.83	256	88.17	31	188.33	277.5	162	74.5	89.5	347.67	573	73	49.83
"putative_UTR:m4193246_4193307"	19.5	23	32.33	23.67	23	13.5	46.83	25.33	12	132.33	125.5	33.67	12	72.83	97.5	30.5	13.5	24	138.67	211.5	15	16.33
"gene:Rv3743c"	19	24	72.5	43.83	41.5	41	88.33	55	18	68.5	61.83	32.5	17	58.5	50.5	93	27	37	77.17	138.33	161.5	67.5
"gene:Rv3744"	447	262	558	869	1367	964	1889	957	592	745	507	232	64	390	647	500	264	244	1090	1925	305	268
"gene:Rv3745c"	24	16.5	11.5	22.83	34.5	33.83	20	14	5.5	65	60.33	26	4	12.67	17.33	42.5	11	21.5	64.5	124.83	30	29
"gene:Rv3746c"	53	11	28	109.33	113.5	98.33	89.5	56.5	50.5	152.5	97.83	41	9	45.67	57.83	149	60.5	89.5	82.5	128.33	119.5	95.5
"putative_UTR:m4196507_4196567"	15	2.5	8.5	36.33	57	54.83	20.5	8.5	6	26.5	33.83	4	1	13.67	12.83	46.5	24.5	34	33	41.83	47.5	37.5
"gene:Rv3747"	299.67	132.33	226.5	814.17	835.67	553.83	958.5	607	337.67	1815.83	1275.66	489.17	98.5	505.33	353.83	605.5	227.33	352	1638.66	2716.33	212.83	148
"putative_UTR:p4197108_4197235"	167.17	71.83	121.5	402.67	402.67	296.83	540.5	312	180.17	912.83	675.16	287.17	52	272.83	186.33	312	132.83	196.5	807.16	1430.83	104.83	67.5
"gene:Rv3748"	231.17	110.83	190	731.17	811.67	530.33	887	498	281.17	1546.33	1162.16	577.67	108.5	473.83	445.83	580.5	266.83	349.5	1069.16	1844.83	182.33	107.5
"putative_sRNA:m4197277_4197433"	40	20.33	54.17	132	136.5	117.83	183.5	109.33	71	179.17	144	55.33	15.67	129.67	138.67	110.5	62.17	64.83	135.83	203.17	85.83	67.17
"putative_UTR:m4197521_4197627"	143	82.33	139.67	311	340.83	288.33	532.5	304.83	170	467	368.75	147.33	54.67	374	321.17	304.17	137.67	143.67	412	675.17	199.83	147.17
"gene:Rv3749c"	771	391.58	693.58	1527.92	1514.92	1225.75	2495.16	1406.75	839.92	1956.91	1568.58	510.17	229.33	1455.33	1408.17	1226.17	536.83	684.92	1842.75	3048	1061.17	840.75
"putative_UTR:m4198138_4198204"	269.5	127.58	277.58	513.08	516.75	420.58	797.66	414.92	269.75	789.41	627.75	219.67	62.17	338.83	309.17	237.17	91.17	121.92	641.08	1159.16	301	215.92
"gene:Rv3750c"	1762.5	907.25	1678.75	3007.58	3056.75	2527.92	4743.33	3065.92	1677.42	3436.75	2761.92	847.17	417.5	2743.83	2160.33	2146.67	807.33	1337.08	3367.08	5589.66	2751.17	1828.58
"putative_sRNA:p4198575_4198858"	43	27	44.5	51	95.5	65	194.5	114.5	55	130	68.5	25.5	12.5	120	69.5	109	54	56.5	74	114	50.5	36
"putative_UTR:m4198598_4198652"	573	271.42	562.25	1110.58	1063.92	929.08	1679.83	1137.25	552.92	1098.92	884	173.17	143.67	909.83	710.5	818.83	274.83	443.58	1071.25	1777.5	1031.67	633.75
"putative_sRNA:m4198778_4199088"	29.5	6.5	19.5	100.83	79.33	61.5	134.5	72.5	44	234.83	199.5	114.17	12	143.5	105	176	93.5	103.5	158.5	179.83	40.33	53.67
"gene:Rv3751"	19	18	22.5	33	47.5	37	121.5	74.5	35	68	40.5	15.5	4.5	80	38.5	75	21	32.5	46	65	41.5	30
"gene:Rv3752c"	253	69.5	166.5	457.5	692.5	493	1036.5	472	322	977.5	605.5	361.5	119	631.5	766.5	443.5	267.5	245	309	538	109	68.5
"gene:Rv3753c"	646.5	253.5	429	916.5	1151.5	788	2394	1008.5	837	1632.5	1103	511.5	162	1064.5	1533.5	917	407	506.5	870.5	1477.5	246	170.5
"gene:Rv3754"	362	167	296	1060	1443	1081	1171	591	379	2200	1805	581	212	1083	1441	1389	651	755	1360	2686	226	158
"gene:Rv3755c"	1001.5	425.5	655.5	1857.5	2335.5	1861.5	3045.5	1653	972.5	4110.5	3188	1301.5	214.5	1331.5	1677	1129.5	532	603.5	2487.5	4110	414	314
"gene:Rv3756c"	426.5	149.5	259.5	1024.5	1381	1196.5	1402	641	406	2190.5	1750.5	755.5	86.5	541	912.5	307.5	139.5	113	1051.5	1915	122	75
"gene:Rv3757c"	361	176	341.5	1072	1557	1347.5	1459	659.5	401.5	2382	1904.5	847	145.5	586.5	1110.5	371	145	131.5	1194.5	2157.5	106	86
"gene:Rv3758c"	682	398	583.5	1572.5	2162	1873	2387.5	1154	664	3679.5	3032	1338	171	842.5	1614.5	538	264.5	268.5	2090.5	3808	255.5	203.5
"gene:Rv3759c"	1171	737	1018	1921.5	2889	2066.5	2746	1490.5	1052	4526.5	3593.5	1467	179.5	1067.5	2053.5	650	310	285.5	3688	6565.5	490.5	336.5
"putative_UTR:p4205503_4205537"	99	33	90	159.5	170.5	127.5	176	119	103	262	145	43	12.5	50.5	62.5	33	9.5	26.5	401.5	691.5	26	26
"gene:Rv3760"	260	181	220	378.5	456.5	318.5	552	379	242	807	543	198	46.5	192.5	217.5	152	61.5	99.5	872.5	1637.5	135	114
"gene:Rv3761c"	422.33	170.67	325.33	889.5	1037.33	775.83	1145.5	699.17	387.83	2170.17	1537.17	640.83	90.33	534.33	448.5	251.5	133.17	192.33	1485	2628.33	210.5	182.5
"putative_UTR:m4206918_4206995"	47.83	15.67	37.83	62.5	70.83	53.83	92.5	59.67	22.83	100.17	66.67	29.33	4.33	36.33	39	10.5	10.67	4.33	60	111.83	11	5.5
"gene:Rv3762c"	871.83	409.67	833.83	1298	1650.33	1249.33	2067.5	1269.17	632.33	2188.67	1557.17	672.83	163.33	892.83	1025	336	193.17	227.33	1231.5	2192.83	329.5	171
"putative_UTR:p4209005_4209046"	149	62	97.83	192	293.33	173.33	316.83	248.33	184.83	408.17	305	85.5	36.17	144.67	130.67	69.17	30.33	53	236.5	280.5	96.33	84
"gene:Rv3763"	1367.5	625	973.83	2169.5	2647.83	1937.83	3445.83	2483.83	1592.33	3934.17	2703	1164.5	258.17	1424.17	1611.17	613.17	322.83	515	2273.5	3732.5	929.33	764
"putative_sRNA:m4209160_4209393"	35	5	28	132.5	109	86	128.5	87	35.5	242.5	166.5	89.5	12.5	78	78.5	76	35	45.5	187.5	272	24	24
"putative_UTR:p4209527_4210272"	1158.5	469	869.33	2685.5	3491.83	2635.83	3827.33	2802.83	1577.83	4751.67	3269	1392	334.67	2352.17	1879.17	880.67	408.83	539	1981	3587	1025.33	706
"gene:Rv3764c"	218.33	69	177.67	419.5	549.33	399.5	1084.33	491	302	905.67	741.83	328.5	45.33	336.67	397.67	247	143.33	141.5	529.83	920.5	220.17	176.33
"putative_UTR:m4211040_4211079"	22.33	16.5	12.17	24	43.33	32.5	94.33	57	34.5	88.67	56.83	15.5	1.33	28.17	25.67	23	9.83	14.5	75.33	126	24.67	12.33
"gene:Rv3765c"	242.33	130.5	198.17	443	468.33	366	1219.33	637	371	906.17	689.33	272.5	42.83	278.67	351.67	250	138.83	165.5	717.83	1227.5	281.17	216.33
"putative_UTR:p4212211_4212292"	27	11	22	30.5	34.5	14.5	25	26.5	9	35.5	22	8.5	0	9	15.5	8.5	4.5	3.5	38	58.5	6.5	14.5
"gene:Rv3766"	338.5	172	324.5	341.5	449.5	296	422	246	148.5	605.5	441	113.5	24	140.5	186	104	32.5	74.5	613.5	991.5	220.5	152.5
"putative_sRNA:m4212432_4212710"	83.83	22	77	546.5	673.5	487.33	379	179.67	105.33	342.33	242.33	93.5	29.17	243.17	165.5	84.67	42.5	45.33	189.33	327.17	82	56.17
"putative_UTR:m4212912_4212995"	171.33	82.5	167.5	966.5	1018	767.33	984.5	478.67	253.33	302.33	223.33	78.5	71.67	438.67	510.5	226.67	99	107.33	267.83	509.67	99.5	71.67
"gene:Rv3767c"	1242.83	566.5	1124.5	5776	6555.5	4935.33	6427.5	2891.67	1983.33	2424.33	1722.33	633	382.17	2592.17	3051	1720.67	802.5	760.33	1966.83	3035.17	800.5	572.17
"putative_sRNA:p4213343_4213421"	12.5	11	21.5	73	52	42.5	61	52.5	12.5	127	104	17	4	40.5	28.5	25.5	18	20	85.5	145	30	41
"gene:Rv3768"	81.5	65.5	52.5	149	156	116	148.17	97	65	286.5	202.5	85	9.5	88.5	106	111	51.5	79	284.33	497.17	45.5	29
"gene:Rv3769"	365.5	183.5	290.5	878	993	764	1362.17	699.5	468	1431	1001.5	415	101	505	797	551	294	315	1318.83	2371.67	189	170
"putative_UTR:p4214888_4215122"	278	127	223	694	883	644	1072.67	524.5	353	1260.5	874	358	65.5	464.5	761	408	202.5	217	1303.83	2330.17	196.5	132
"gene:Rv3770c"	174.5	66.5	187	681.17	898.67	594.17	774.17	371.33	238.83	1327.33	969.5	404.17	75	523	362.33	406.5	194.5	216.67	711.33	1153.5	176.83	150.17
"gene:Rv3770A"	39	11.5	50	161.17	198.5	170	217	94.83	66.33	328.17	232.33	104.67	16	89.5	75.33	64.5	33.5	36.17	166.67	295.67	25.83	19
"gene:Rv3770B"	54.5	34.5	61	185.67	291	202.5	217	128.33	89.83	380.17	272.83	143.17	14.5	131	79.83	87	54.5	37.17	200.67	284.17	34.33	32.5
"gene:Rv3771c"	213	123.5	204	1202.5	1324.33	970.83	1207.83	537.5	360	1763.33	1145.83	623.5	109.5	626	408.5	342.5	173	191.5	778.83	1146.17	232	258.33
"putative_UTR:m4216938_4216967"	22	27	37	56.5	65.5	37.5	71	75	48	79	64.5	20.5	5	32.5	21	23.5	5.5	10.5	58.5	98.5	24	13
"gene:Rv3772"	382	185	358	1461	1574	1089	1525	844	438	2576	1948	650	182	884	932	916	429	528	1728	3179	284	146
"gene:Rv3773c"	264	80	190	389	634	392	668	380	215	513	366	165	48	351	713	382	167	200	395	776	53	45
"gene:Rv3774"	1406.5	662	1182.5	3266.5	5096.5	3386	4190	2584	1459	6591	5314.5	1823.5	461	2622	3835	2731	1363.5	1475.5	6309	11558	514.5	325
"gene:Rv3775"	1027	511	858	2520.5	3721.5	2771	3189.5	1977	1123	4162.5	3425.5	1275	347.5	2069	2869.5	2131	1005.5	1163.5	3564.5	6447.5	485.5	337
"putative_sRNA:m4220318_4220479"	30	21	23	61	51	44	87	44	25	59	46	22	12	66	58	98	26	55	52	98	26	34
"gene:Rv3776"	203.5	119	243.5	513	869.5	846	712.5	358.5	215	1326.5	1110	435.5	193	975	1479.5	2638.5	1636.5	1431	1504.5	2982	284	215
"putative_sRNA:m4221375_4221523"	29	11	23	106.5	142.5	116	162	106	44	222.5	144	77	3	54	69.5	69	42	61	86	141.5	13	10
"putative_sRNA:m4221994_4222205"	45	12	31	144.5	217.5	139	310	113	70	256.5	180	77	10	85	70.5	97	37	44	151	270.5	30	21
"gene:Rv3777"	636	277	519	1121	1903.5	1339	2058	1077.5	665	2239	1648	687	162.5	1222	1887	1387.5	679.5	703	1465	2711.5	269	241
"putative_UTR:m4223564_4223698"	490	192	316.5	946.5	1246.5	911	1300.5	845.5	470	1222	923	456.5	122.5	733	555.5	662	339	363	861	1769.5	254	158.5
"gene:Rv3778c"	2589.83	873.5	1829	5724	7764.17	5747.5	8291.67	4636	2892.83	7065.5	5191.83	2447	804	4490.5	4073.67	4534.5	2295.83	2767.67	5260.67	9493	1273	881
"putative_UTR:m4224896_4224994"	483.83	171.5	401.5	1386.5	1743.67	1263	1815.67	891	673.83	1542.5	1087.83	502.5	198	909.5	806.67	853.5	429.83	575.67	1201.17	1993.5	199	177.5
"gene:Rv3779"	334.5	156.5	249.33	1154.17	1362.67	941.83	1039.5	632	420.5	2309.33	1837	666.83	183.17	996.67	1186.67	1705.67	801	1055.33	2327.67	3989.17	382.5	288
"putative_sRNA:m4225084_4225879"	275.33	128	201	442	692.67	541.5	937.17	485.5	302.33	755	553.33	232	139.5	751	780.17	1009	535.33	533.67	395.17	792	172	137
"gene:Rv3780"	645	318	539.83	1870.17	2475.17	1732.33	2174.5	1290.5	666	3062.33	2295.5	857.33	276.67	1916.67	1884.17	1978.17	839	1030.33	2648.17	4740.67	539.5	359
"putative_sRNA:m4227381_4227542"	11	12	17	53	52	48	74	38	14	131	99	22	3	65	26	47	33	39	50	126	15	11
"gene:Rv3781"	365.5	175.5	284.33	1417.67	1728.67	1279.33	1530.5	859	427	2360.83	1754	733.83	223.17	1408.17	1540.17	1598.67	710	817.83	1843.17	3252.17	292.5	200.5
"gene:Rv3782"	1395.5	592	1145	4210.5	4939	3911.5	4980.5	2603	1407.5	7944	5416	2274	570.5	4094	4362.5	3613.5	1737.5	1822	5124	8815.5	1137	888
"gene:Rv3783"	946.5	378.5	673.5	3066	3584	2658.5	3195	1849	1160	5642	4183	1888	351	2063	2901.5	2427.5	1131	1018.5	4672.5	7156	588.5	471
"putative_sRNA:m4229506_4229707"	34	18	15	24	46	44	66	38	30	60	44	12	3	38	18	13	5	11	81	87	15	13
"gene:Rv3784"	154	61.5	134	461.5	505.5	456.5	647	306	183.5	887	757.5	209	82	400	404	294.5	128.5	176.5	522	792.5	165	140
"putative_sRNA:m4231118_4231307"	52	35	58	113	155	90	258	98	59	355	337	77	35	246	142	133	75	93	150	218	107	83
"gene:Rv3785"	454	208	381	1011	1617	1187	1254	586.5	379.5	2366.5	1716	798	247.5	1264.5	1962	1956	901	1047.5	1606.5	2826	365	199.5
"putative_sRNA:m4231922_4232028"	10	0.5	22	59	82.5	72	82.5	54	36	138.5	94.5	29.5	2	67	53.5	108	55.5	63.5	65	138.5	15	15
"gene:Rv3786c"	213.5	99	183	642.5	828	612.5	724	403	252.5	1263.5	962.5	368.5	82.5	575.5	616	630	334	475	922.5	1559	130.5	111
"gene:Rv3787c"	56.5	51.5	35	155.5	198.5	152.5	219.5	112	104.5	462	363	133	26.5	162.5	131.5	150	77.5	101.5	322.5	521.5	42.5	25
"gene:Rv3788"	247.5	110.5	191.5	600.5	534	395	648	425	255.5	945.5	721.5	249.5	192.5	1124.5	893.5	655	271	374	782.5	1456.5	225	169
"gene:Rv3789"	181	91	261.5	639.5	650	410.5	852	552	285.5	993	759.5	222	136.5	770	475.5	542.5	205	306	846.5	1444	189.5	147
"putative_sRNA:m4235638_4236004"	69	38	51	248	217	155	332	197	111	398	337	116	25	129	63	96	48	55	310	626	101	68
"gene:Rv3790"	405.5	155	418.5	1428	1410.5	1040	1802	1038.5	578.5	2354	1689.5	580	158.5	1056	755	931	320.5	503.5	2303.5	4102	361	242.5
"gene:Rv3791"	363.5	190.5	318	1227	1556.5	1182	1506.5	948.5	576.5	2138	1532	609.5	126.5	692	709.5	639.5	303.5	357	2241.5	3756.5	307.5	245.5
"gene:Rv3792"	741.5	355.5	572	2625	3775.5	3099.5	3542.5	2162.5	1096	4959	3652	1615	326.5	1766.5	1890	1284.5	635	774.5	3138.5	5706	484.5	339
"gene:Rv3793"	1129	373.5	963.5	4858	6729	5443.5	5595	3430	1840.5	8817	6630.5	3163.5	492.5	2927.5	3671	2229	1123	1168	5756.5	10759	580.5	380
"putative_sRNA:m4241095_4241313"	43	20	13	96	131	86	201	95	53	143	74	69	12	73	60	146	83	68	67	82	18	6
"gene:Rv3794"	1315	488.5	1147	6671.5	8809.5	6532	5574	3430	2107.5	16015	12461	5142	699	3813	3238.5	2770.5	1239	1491	9189.5	16611.5	515.5	397.5
"putative_sRNA:m4246508_4246739"	70	40	75	451	386	201	459	232	129	1180	934	258	14	152	89	107	56	81	641	1239	21	64
"gene:Rv3795"	1371.5	543	1327	7681.5	10877.5	8359.5	6297	3840	2303	16836.5	13135	5636.5	715	4265	4052	2796	1424	1346.5	9445	17061	618.5	403.5
"gene:Rv3796"	284.5	185	341	1164.5	1373	1005	1108.5	749.5	340.5	2441	2070.5	558.5	161	878.5	966.5	590.5	235.5	244	1857.5	3220	255	201
"putative_sRNA:m4250050_4250179"	25	13	27	38	41	38	83	46	32	116	98	24	1	47	25	14	16	16	45	109	27	27
"gene:Rv3797"	405	173	615.5	3284.5	4121.5	3083.5	726	300	222.5	755	690	286.5	146	798.5	1357	378.5	189	164.5	437	810.5	233	167
"putative_sRNA:m4252134_4252249"	8	3	5	18	23	11	34	17	15	43	26	10	1	31	11	21	7	21	15	27	14	11
"gene:Rv3798"	211	108.5	151.5	684	948	633.5	937.5	502	285	1026	654.5	327	52	452.5	497.5	260	137.5	137	487	733	109	148
"putative_UTR:m4253854_4254379"	594.5	244.5	559.5	2660.5	3761.5	2676	4522.5	2036.5	1093	3404.5	2344.5	1004	256	1838	2590	1780	857.5	781	2130.5	3743.5	502	369
"gene:Rv3799c"	3929	1410.5	3432	15443	22568	16902	27171	13449.5	8285.5	21490	16040.5	5930	2262	14616	22966.5	23106	10860.5	11118.5	15734	27390.5	3286.5	2380
"gene:Rv3800c"	14792	5399.5	11437	46864.5	66709.5	50941	76843	40435.5	25272.5	74232.5	57024	24195.5	8528	49034	76335	101919	52016	54411	44926	77952.5	11261.5	8095.5
"gene:Rv3801c"	6405.5	2766.33	5387.33	18210.83	21413.17	15242.83	29393.67	16268.5	9474.83	34675.5	26574.5	9556	3707.17	21328.17	22315.5	43022.33	20034.67	25289	20649	36987.83	5947	4803.5
"putative_UTR:m4263067_4263354"	409	188.33	368.33	1159.33	1421.17	1077.83	1899.67	955.5	574.83	2053	1587.5	503.5	230.17	1381.17	1349.5	2385.83	1076.67	1252.5	1148.5	1818.83	459.5	364.5
"gene:Rv3802c"	1437.33	583.17	1355.5	4123.33	5598.83	4438.5	5937.67	3222	1911.83	5258.17	3976	1362	809.33	5109.5	5549.67	8494.83	4030.5	4255.33	3752.17	6802.17	1107.17	819.17
"putative_sRNA:p4263384_4263832"	54	27	47	138	194	144	266	164	83	276	175	62	22	206	298	289	176	172	95	171	47	56
"putative_UTR:m4264366_4264562"	336.33	123.33	270.67	914	1404.17	1059.67	1573	765.5	462.5	1359.17	1078.5	350	135.67	1159.83	1053.17	1614	745.33	862.33	959.17	1753.83	278.17	163.17
"gene:Rv3803c"	818	376.67	736.67	2284.5	3380.83	2819.17	5134.83	2597.33	1529.17	4136.5	2836.33	1169.33	332.83	2379.33	2328.5	2282.83	1053.5	1479.83	2821.83	5268	431.17	272.67
"putative_sRNA:p4264694_4265100"	17	26	28	44	96	46	76	27	26	96	65	24	12	76	69	316	147	223	72	125	24	31
"putative_UTR:m4265463_4265641"	824.17	398.83	896.5	3353.5	3518.17	2771.5	6988.33	3386.83	2202.67	6589.33	3625.33	1523.83	434.17	3057.5	3917.33	2367.83	1339.17	1074.5	3209.67	5673.67	392.5	361.5
"gene:Rv3804c"	5987.5	2198.33	5108.83	22686	24503.5	17882.83	49410.67	21844.33	13257.17	33895.67	24787.33	10374.83	3511.17	21974.67	21124.67	12876.33	5917.33	6991	19648.5	33572.67	2926.17	2036
"putative_UTR:m4266659_4266952"	1085.83	387	801.83	4257	4612.83	3167.83	8378.83	3165	2338	6526.33	5147	1851	639.5	3419.67	3527.83	1946	839.67	1059	3805.33	5609.5	601.67	491
"gene:Rv3805c"	1524.33	565.17	1156.83	6931	9374.17	7748	9134.5	4595	2540.17	12547	9284.67	4039.83	691.83	4022.83	6900.17	3272.5	1582	1602.5	7454.17	13590.33	690.5	449.17
"putative_UTR:m4268837_4268924"	173	79.67	100	438	604.83	502.67	755.67	389	223.17	878.67	572.67	319.33	40.83	283.17	470.33	289.5	153.33	182.5	586.83	981.83	66.83	49.17
"gene:Rv3806c"	655.5	227.67	441	2789.33	3745.75	3034	3507.17	1490	948.67	5006.75	4124.83	2020.5	291.67	1654.25	2752.25	1417.75	713.83	729.5	3152.17	5620.17	273.33	208.17
"gene:Rv3807c"	354.83	108.5	258.67	1410.83	2100.92	1746.33	1925	850.17	587.17	2804.58	2201	1002.83	166.83	857.08	1294.42	825.92	424.67	482.33	1504.17	2640.83	153.83	115.83
"putative_UTR:m4270338_4270365"	17.83	8.5	14.67	97.33	128.92	115	117	70.17	29.17	197.08	138	80.83	10.67	53.42	83.42	58.25	23.17	28.83	96.67	164.17	14.33	4.83
"gene:Rv3808c"	1633.83	540	1365.67	5959.5	7409.75	5319.33	8281	4320.67	2472.17	10664.25	8951.33	3144.17	793.17	3848.42	4988.25	3678.58	1747.17	2302.33	8571.83	16310.17	1225.83	766.33
"putative_sRNA:p4271560_4271701"	34	15	25	66	76	66	134	39	39	165	98	28	5	41	76	59	12	23	84	143	18	15
"gene:Rv3809c"	595.5	289	485	2550	2492	1745	3471	2053	1083	4311.5	3621	968.5	333	1908	2377	2156	959	1145.5	3916	6891	697.5	436
"putative_sRNA:p4272504_4272933"	216	73	182	783	745	528	1175	618	326	1275	801	361	55	446	287	427	180	204	709	1140	253	163
"putative_UTR:p4273670_4273738"	107.5	44	99.5	363.5	377.5	329	207	127.5	94.5	615.5	603.5	157	19.5	77.5	54.5	18	9.5	17.5	590.5	936	58.5	31
"gene:Rv3810"	1666.17	686.33	1348.67	6748.83	8041.17	5468.83	4499.5	2989.83	1664.33	12405	11557.66	4121.67	277.67	1430.5	1492.17	784.83	361.5	496.33	11772.83	20875.5	1216.83	914.17
"putative_sRNA:m4273806_4273948"	134.5	48.5	96.5	434.5	487.5	283	718	326	206.5	744	472.5	205	78.5	446.5	426	537.5	215.5	291	340.33	558	125	79
"putative_sRNA:m4273957_4274327"	766	191.5	344.5	1483	1501	1252.5	3801.5	1777	1160.5	2574.5	1814.5	845.5	141.5	696.5	1329	1035.5	495.5	728	1370.83	2186	232	174.5
"putative_sRNA:m4274468_4274642"	4.5	7	24	35	57.5	71	44	20.5	16.5	113.5	105	54.5	5	24	54.5	26.5	18	4.5	149.33	272.5	5.5	3
"putative_UTR:p4274594_4274797"	484.67	214.33	458.67	2384.33	2824.67	2029.33	1636	884.33	465.83	4539	3658.66	1085.17	86.67	487.5	448.67	197.83	81.5	114.33	3100.83	5444	248.83	195.17
"gene:Rv3811"	1242.67	613.83	1088.67	4668.33	6066.17	4325.33	4973	2564.33	1610.83	10844	8849.66	2756.17	281.67	1735	1740.17	910.83	434	585.33	6775.83	11251	730.33	484.17
"putative_sRNA:m4275150_4275534"	81	31	48	201	182	132	256	144	112	385.5	258	115	61	315	177	279	147	187	293	334	92	72
"gene:Rv3812"	343	170.5	302.5	945	1246.5	866.5	1280.5	634	367.5	2622.5	1912.5	656	108.5	597.5	629.5	419.5	192.5	224.5	1670	2719.5	214.5	174.5
"putative_sRNA:m4277246_4277371"	7	1.5	10	23.5	15	11	40.5	12	17.5	30	16.5	6	1	20.5	19	30.5	17.5	11	6.5	12	11	12.5
"putative_sRNA:m4277515_4277990"	202.5	165	196.5	288	363	285	488	304	171	397.5	267	134.5	25	255.5	368	363	159	153.5	202.5	370.5	165.5	133
"putative_sRNA:m4278062_4278365"	83.5	24	59	266	337.5	276.5	302.5	173	67	453	291	155	30.5	235.5	293.5	272.5	130.5	136.5	239	397	48.5	43
"gene:Rv3813c"	301	87	241.5	945	1308	1029.5	1112.5	528	305.5	1722.5	1304	584	129	896.5	1187.5	1218	623.5	720	1048	1913	182	135
"gene:Rv3814c"	380.5	139	281.5	994.5	1242	929.5	1064	562.5	335.5	1477.5	1118	389	145	918.5	1199.5	1235	574	689.5	1210	2119.5	194	164.5
"gene:Rv3815c"	412	150	288.5	1007.5	1479.5	1065	1187.5	586.5	356	1864	1504.5	660	156.5	1000	1370	1314.5	644	695.5	1288	2239	179	113.5
"gene:Rv3816c"	696.5	311.5	638	1780.5	2211	1735.5	2126	1151	791.5	3111.5	2315	886.5	261	1603.5	2366.5	2519.5	1098.5	1304	2573	4401	348	259.5
"putative_sRNA:p4281370_4281635"	124.5	61.5	99.5	392	418.5	274	398	164.5	136	726	656	217	52.5	327	335	381	165.5	235.5	529.5	853	71.5	78.5
"gene:Rv3817"	101.5	33	67.5	320.5	398.5	322.5	410	137	123	806	609.5	252.5	78.5	394.5	363	418	190	213.5	537	868.5	54.5	40
"gene:Rv3818"	669.33	339.17	589.25	1728.75	1814	1311.83	1973.33	1304.83	614.17	3906.17	3193.17	768.33	248.67	1631.58	1443.67	1724.58	820.67	1170.67	3646.5	6243.58	552.17	452.5
"gene:Rv3819"	226.83	123.5	160.25	633.42	580.5	408.83	584	402.33	222.83	1010.67	852.83	213.83	66.5	420.58	339.83	450.58	186.33	308.5	1031.17	1690.08	239.67	166.5
"putative_UTR:p4284332_4284394"	18.33	24.67	24.25	114.75	95.17	72.67	114.83	68.33	32.33	219.33	149.17	50.5	14	83.75	46.33	79.58	24.83	50	177.5	313.58	46.5	29.33
"putative_sRNA:p4284408_4284774"	39.5	27.67	46.75	173.75	232	185.17	144.83	79	46.17	588.5	506.17	165.67	24.33	152.08	102.33	126.75	59.83	91	409.17	586.25	67.67	40.83
"gene:Rv3820c"	243	95	202	761	680	490	685	489	264	1483	994	245	49	426	286	297	108	236	1328	2307	230	145
"putative_sRNA:p4284780_4285075"	52	38.5	58	206.5	174.67	187	174.67	108.5	67.5	589.17	530.33	172.67	24.5	147.67	132.5	115	65.83	68.33	487	749.5	45.5	32.33
"putative_UTR:p4285250_4285972"	172	78.5	193	457.33	630.67	483	435.83	256.5	120	1178.17	934.33	265	50	419.33	416.83	335	167	193.5	821.67	1381.5	120.5	133
"gene:Rv3821"	482.17	233	479.33	1272	1858	1322.67	1413.5	750.83	450.17	2523	1865.33	637	142.5	967.67	1194.5	875.33	432.17	424.67	2187.83	3414	274.33	193.33
"putative_UTR:p4286687_4286720"	39.17	21	42.83	93	108.5	91.17	110	61.83	30.67	181.5	144.83	42	12	85.17	104.5	87.33	42.67	30.67	143.33	286.5	18.83	9.83
