"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"putative_UTR:m3408307_3408403"	53.17	92.33	56
"gene:Rv3048c"	494.83	780.67	571.75
"putative_UTR:m3409379_3409508"	139.75	170.08	130.42
"gene:Rv3049c"	2000.83	2243.5	1740.17
"putative_sRNA:p3410253_3410762"	59.5	70	74
"putative_UTR:m3411084_3411216"	104.5	177.83	132.83
"gene:Rv3050c"	957.66	1435.41	1046.25
"putative_UTR:m3411958_3412084"	902.33	830	682.91
"gene:Rv3051c"	10337.5	10494.66	8203.16
"putative_sRNA:p3413491_3413609"	0	4	0
"putative_UTR:m3414167_3414231"	311.58	331.5	262.75
"gene:Rv3052c"	1713.83	1771.66	1336.75
"putative_UTR:m3414685_3414718"	510.83	490.33	419.08
"gene:Rv3053c"	1573	1504.33	1393.91
"putative_UTR:m3414959_3415434"	2079.42	2087.33	1880.75
"gene:Rv3054c"	47.5	59	118.83
"gene:Rv3055"	35.83	56.5	36.5
"gene:Rv3056"	161.5	168.83	157.5
"putative_sRNA:m3416859_3417127"	12	13	11
"gene:Rv3057c"	648.5	545.33	511.42
"putative_UTR:m3418663_3418725"	164.33	140.5	138.75
"gene:Rv3058c"	790.83	843.17	651.42
"putative_sRNA:m3419405_3420397"	86.83	148	86.5
"gene:Rv3059"	629.5	572.33	473.17
"putative_UTR:p3420971_3421031"	47.17	51.5	32.83
"putative_sRNA:p3421213_3421890"	588.67	457.17	473
"putative_sRNA:m3421520_3421662"	5.83	14.5	6.5
"gene:Rv3060c"	216.83	376.33	260.67
"putative_sRNA:p3422327_3422665"	11	12	16.5
"putative_UTR:m3423235_3423261"	6.5	3.5	2.67
"putative_sRNA:p3423239_3423515"	4	13.33	8
"gene:Rv3061c"	213.33	278.83	227.17
"putative_UTR:p3425510_3425583"	3.5	5.5	4
"putative_sRNA:m3425569_3426493"	114	135.5	141.33
"gene:Rv3062"	89	128.17	69
"gene:Rv3063"	215	255.83	199.83
"gene:Rv3064c"	79.5	85	67
"gene:Rv3065"	16	24	23
"putative_sRNA:m3430676_3430795"	1	2	0
"gene:Rv3066"	26	27	30
"putative_sRNA:m3431410_3431829"	45	98.5	56
"gene:Rv3067"	15.5	35.5	28
"putative_sRNA:p3431903_3432301"	13	23.5	16.5
"gene:Rv3068c"	114.33	154.83	113.5
"putative_sRNA:p3433452_3433681"	43	61.83	49.67
"gene:Rv3069"	68	105.83	58.67
"gene:Rv3070"	49	66.83	38.08
"gene:Rv3071"	102.5	124.5	79
"putative_sRNA:m3435247_3435384"	12	11.5	8
"gene:Rv3072c"	40.5	78.58	47
"gene:Rv3073c"	14.5	25.17	24.5
"gene:Rv3074"	38.5	221.58	148.5
"putative_sRNA:m3437514_3437853"	21	40.33	21
"putative_UTR:m3437897_3438049"	57	73.67	52
"gene:Rv3075c"	520.33	740.17	515.33
"putative_sRNA:p3438065_3438263"	2	18	11.5
"gene:Rv3076"	72	76	84.83
"gene:Rv3077"	249.83	275	206.5
"gene:Rv3078"	85.83	93.5	80
"putative_UTR:p3441755_3441794"	26.5	21.5	14.5
"gene:Rv3079c"	126.17	97	83
"gene:Rv3080c"	246.33	209.33	166.75
"putative_sRNA:p3442839_3443182"	13	7	7
"putative_UTR:m3445989_3446028"	31.33	17.5	24.5
"gene:Rv3081"	76.5	105	69
"putative_sRNA:m3446931_3447183"	57	96.08	91.5
"putative_sRNA:m3447197_3447368"	17.5	33.58	23
"gene:Rv3082c"	30	63.5	59.75
"putative_sRNA:p3447452_3447600"	10	1	7.33
"gene:Rv3083"	1437.5	4046.25	2872.5
"gene:Rv3084"	276.5	823.33	632.83
"gene:Rv3085"	267.17	806.83	613.75
"putative_UTR:p3451751_3451780"	56.5	135.17	92.42
"gene:Rv3086"	796	1571.83	1137.92
"putative_UTR:p3452888_3452924"	111.33	299.5	237.33
"gene:Rv3087"	381.83	909.83	729.17
"gene:Rv3088"	465.33	1041.5	815
"gene:Rv3089"	600	1135	880.58
"putative_UTR:p3457273_3457442"	45	72.5	74.5
"gene:Rv3090"	49	82	64
"gene:Rv3091"	135.83	205	128.5
"putative_UTR:m3460742_3460813"	18	44.58	37.5
"gene:Rv3092c"	388.17	867.08	620.58
"putative_sRNA:p3461315_3462019"	34.5	14	14
"putative_UTR:m3461735_3461759"	46.33	92.83	74.25
"gene:Rv3093c"	352.33	936.58	601.42
"gene:Rv3094c"	412.33	1105.5	745.67
"putative_UTR:m3463892_3463937"	21.83	65.33	58.67
"gene:Rv3095"	352.67	845.33	605
"putative_sRNA:m3464021_3464417"	16	14	12.5
"putative_UTR:p3464450_3464546"	59.67	155.5	107
"gene:Rv3096"	493.67	1074.67	782
"putative_UTR:p3465687_3465866"	53.67	110.75	75.67
"gene:Rv3097c"	71	79	64
"gene:Rv3098c"	90	86.33	58.5
"putative_UTR:p3467426_3467605"	86.83	119.67	122.83
"gene:Rv3098A"	112.33	164.5	143.33
"putative_UTR:m3467663_3468412"	758893.66	610264.99	634302.41
"putative_sRNA:p3467971_3468335"	443.83	458.5	621.42
"gene:Rv3099c"	573.67	677.42	540
"putative_UTR:m3469265_3469300"	16.33	51.25	38.33
"gene:Rv3100c"	142.83	252.42	163
"gene:Rv3101c"	408.42	650	424.58
"gene:Rv3102c"	146.58	268.17	158.33
"gene:Rv3103c"	54.5	86	63
"gene:Rv3104c"	339.83	449.33	322.67
"gene:Rv3105c"	298.83	425.83	328.83
"gene:Rv3106"	219.33	146.5	152.5
"gene:Rv3107c"	170.67	185.17	162
"putative_UTR:m3476962_3477163"	68.33	92.83	85.67
"gene:Rv3108"	19	20.5	19
"gene:Rv3109"	133	110.5	88
"gene:Rv3110"	50.83	36	33.17
"gene:Rv3111"	43.42	32.33	41.83
"gene:Rv3112"	32.08	32.83	23
"gene:Rv3113"	47.33	44.83	28.5
"gene:Rv3114"	18	24	18.5
"putative_sRNA:m3481162_3481254"	2.5	5	2
"putative_sRNA:m3481332_3481439"	27	22	20.5
"gene:Rv3115"	6.5	17.5	13
"putative_sRNA:m3482217_3482747"	296.33	688.33	813
"gene:Rv3116"	522.5	908.83	605.67
"putative_UTR:p3483946_3483973"	36.17	65.33	47.92
"gene:Rv3117"	485	886.83	713.42
"gene:Rv3118"	176.5	281.08	231.83
"gene:Rv3119"	407.08	561.25	379.67
"gene:Rv3120"	298.58	372.17	273.67
"putative_sRNA:m3485576_3485933"	21	20	17
"putative_UTR:p3486175_3486508"	140	204.17	156.83
"gene:Rv3121"	362	581.33	388.75
"putative_UTR:p3487712_3487987"	93.83	160	137.58
"gene:Rv3122"	45.83	82.75	54.5
"gene:Rv3123"	16.83	32.75	20
"gene:Rv3124"	47.33	62	54.5
"putative_UTR:p3490376_3490746"	108.67	181.17	151
"gene:Rv3125c"	78.83	67.5	73.5
"putative_sRNA:p3491133_3491553"	33	55	52
"putative_UTR:p3491712_3492146"	212.83	143.33	209.83
"gene:Rv3126c"	12.5	7.5	17.5
"gene:Rv3127"	7456	5797.25	10358.58
"putative_sRNA:m3492612_3492895"	6.5	21.5	25
"putative_UTR:p3493182_3494181"	894.83	1822.67	3842
"putative_UTR:m3494182_3494974"	954	737.83	1732.5
"gene:Rv3129"	10	19	14.5
"gene:Rv3130c"	17556.67	8112.92	15312.92
"putative_sRNA:p3495221_3495365"	1	0.5	2
"putative_sRNA:p3495688_3495752"	0	0	1
"putative_sRNA:p3495925_3496009"	3	3	1
"putative_UTR:m3496367_3496409"	2106	797.33	1484.83
"putative_UTR:p3496514_3496550"	1580.37	786.83	1388.5
"gene:Rv3131"	8139.62	4331.83	7887.17
"putative_UTR:m3497480_3497528"	24	58.58	68.83
"gene:Rv3132c"	1404.58	3112.67	5039.17
"putative_UTR:p3497550_3497873"	398.83	204.33	384.17
"putative_sRNA:p3499075_3499326"	12	24	8.5
"gene:Rv3133c"	1077.42	1764.58	3218.83
"putative_UTR:m3499916_3499942"	157.17	228.67	421
"gene:Rv3134c"	1830.33	1793.83	3041.16
"putative_UTR:m3500750_3500789"	327.67	243.17	480.17
"putative_UTR:p3501166_3501333"	366.83	395.83	460.67
"putative_sRNA:m3501257_3502083"	95.83	145.5	127.5
"gene:Rv3135"	587.83	608.33	653.67
"putative_UTR:p3501733_3501793"	131.83	163	170.83
"gene:Rv3136"	1154.67	1578.25	1482.67
"putative_sRNA:m3502637_3502773"	6.5	6.5	5.5
"putative_UTR:p3502937_3503392"	150.83	246.17	210
"gene:Rv3136A"	58.5	56	34.5
"gene:Rv3137"	87	151.83	96
"gene:Rv3138"	182.67	234	176
"putative_sRNA:m3504373_3505297"	177	196	156
"putative_UTR:p3505284_3505362"	37.17	33.83	27.83
"gene:Rv3139"	277	404.5	331
"gene:Rv3140"	420.67	649.83	532.67
"putative_UTR:p3507996_3508094"	15.33	20	15.67
"gene:Rv3141"	341.83	474.17	357.67
"putative_UTR:m3508531_3509117"	443.33	396.83	318.17
"putative_UTR:p3509067_3509223"	52	103.5	85.83
"gene:Rv3142c"	672	580.33	573.17
"putative_UTR:m3509547_3510087"	312.17	394.25	379.67
"gene:Rv3143"	18	46	24.5
"gene:Rv3144c"	638.33	780.08	743.7
"putative_sRNA:p3510289_3510402"	12	12	9
"putative_sRNA:p3510426_3510567"	7.5	5.5	6
"putative_sRNA:p3510600_3510822"	2.5	8.5	1.5
"putative_UTR:m3511318_3511369"	29.33	50.33	43.2
"putative_UTR:p3511599_3511681"	94.17	129.83	88.17
"gene:Rv3145"	484.83	640.83	424.83
"gene:Rv3146"	772	939	626.83
"gene:Rv3147"	614	898.75	603.83
"putative_sRNA:m3513167_3513273"	60	16.5	16.33
"putative_sRNA:m3513327_3513444"	57.5	17.5	19.33
"gene:Rv3148"	1437.83	2109.83	1337.33
"gene:Rv3149"	561.67	752.33	565.33
"gene:Rv3150"	1105.75	1505.67	1070.33
"gene:Rv3151"	1636.08	2185	1520.5
"putative_UTR:p3519167_3519281"	175.83	186.33	126.33
"gene:Rv3152"	1517.5	1814.58	1220.92
"gene:Rv3153"	1039.75	1321.33	873.58
"gene:Rv3154"	872	1003	676.83
"gene:Rv3155"	218.75	303.83	216.83
"gene:Rv3156"	2300.58	2591.75	1769.58
"gene:Rv3157"	2209.67	2463.42	1564.67
"gene:Rv3158"	1525.17	1689.42	1167.17
"putative_sRNA:m3526648_3526832"	6.5	6	5
"putative_UTR:m3527282_3527390"	64.5	62.33	55.83
"putative_UTR:p3527386_3527468"	73.5	98.83	65.83
"gene:Rv3159c"	1096.83	1000.17	881.67
"putative_UTR:m3529164_3529337"	55.83	59.33	43
"gene:Rv3160c"	151	221.5	145
"gene:Rv3161c"	275.33	572.83	376.17
"putative_sRNA:p3531146_3531771"	3	9	2
"gene:Rv3162c"	71	55.5	39
"gene:Rv3163c"	157.33	152.33	129.67
"putative_UTR:m3532918_3532942"	22.17	12.67	14.17
"gene:Rv3164c"	226.67	178.83	145.17
"gene:Rv3165c"	68	46.5	40.33
"gene:Rv3166c"	132.83	104	70
"gene:Rv3167c"	6	15	11
"putative_UTR:p3536064_3536101"	4.83	3	4.5
"gene:Rv3168"	89.83	93.5	97.5
"putative_sRNA:m3536656_3537390"	83.5	129.33	127.83
"gene:Rv3169"	165.33	173	163
"gene:Rv3170"	204	167.17	220.33
"putative_UTR:m3539813_3539845"	6.5	12	9
"gene:Rv3171c"	365	451.5	338.5
"putative_UTR:m3540746_3540881"	173.83	293.5	220.33
"gene:Rv3172c"	54	104.33	78.83
"putative_UTR:m3541365_3541442"	9.67	22.83	10.67
"gene:Rv3173c"	164.5	325.67	221
"putative_UTR:p3542102_3542137"	5.5	2.5	2.5
"gene:Rv3174"	21.5	19.5	14.5
"gene:Rv3175"	22.5	7.5	8
"putative_sRNA:m3543294_3544139"	61.5	71.17	65
"gene:Rv3176c"	41.5	81	44.5
"putative_sRNA:m3545442_3545836"	34	43	19
"gene:Rv3177"	6.5	11	10
"gene:Rv3178"	1	4	0
"putative_sRNA:m3547233_3547382"	7	18	5.5
"gene:Rv3179"	45	57.33	58
"putative_sRNA:m3548612_3548945"	176.5	179	131
"gene:Rv3180c"	19.83	44	30
"gene:Rv3181c"	24.83	31.5	15
"gene:Rv3182"	11	27.5	33.5
"gene:Rv3183"	1	4.5	4
"gene:Rv3184"	12.5	18	6
"gene:Rv3185"	31.17	40	24
"gene:Rv3186"	11.5	16.5	14
"gene:Rv3187"	24	35.83	28
"gene:Rv3188"	53.5	78.5	59.5
"gene:Rv3189"	42.5	70.5	62.83
"putative_UTR:m3555279_3555421"	28.83	58.5	44.33
"gene:Rv3190c"	266.33	453.83	323.92
"putative_UTR:m3556800_3557310"	517.83	580.5	455
"gene:Rv3190A"	152.08	215.83	157
"putative_UTR:p3557065_3557809"	683.08	856.67	607.33
"gene:Rv3191c"	30.5	46.33	27.5
"putative_sRNA:m3559099_3559234"	6	19	14
"gene:Rv3192"	4	3	4
"putative_sRNA:m3559965_3560107"	9	15	17
"gene:Rv3193c"	1438.58	1800.5	1376.17
"putative_UTR:m3563173_3563208"	54.5	55	36.83
"gene:Rv3194c"	182.83	262	171.5
"gene:Rv3195"	41.5	46.5	42
"gene:Rv3196"	3.5	4.33	8
"putative_UTR:m3566574_3566695"	78	75.5	63
"gene:Rv3196A"	137.83	139.33	106.33
"putative_UTR:m3566897_3567000"	64.83	63	54
"gene:Rv3197"	1987	1779.17	1499.67
"putative_sRNA:m3567175_3567458"	19	20.5	15.5
"putative_UTR:p3568368_3568493"	83.33	79	69
"gene:Rv3197A"	36.83	73.33	34.5
"putative_UTR:m3568680_3569108"	183.33	203.83	159.25
"putative_sRNA:p3568716_3568896"	7	14.5	20
"gene:Rv3198c"	609.83	365.67	367.75
"putative_UTR:m3571212_3571473"	30	72.08	89.17
"gene:Rv3198A"	138.33	196.83	155.83
"putative_UTR:m3571569_3571601"	16.5	27.17	23.17
"putative_UTR:p3571590_3571940"	180.17	272.83	194.83
"gene:Rv3199c"	182	258	214.33
"gene:Rv3200c"	390.17	638.08	472
"putative_UTR:m3573670_3573694"	21.67	39	32.5
"gene:Rv3201c"	29.5	78	58.33
"gene:Rv3202c"	30	87.33	47.5
"gene:Rv3203"	102.83	108.67	102
"gene:Rv3204"	84.83	71.17	81
"putative_UTR:m3581483_3581626"	47.67	88.33	67.83
"gene:Rv3205c"	426.67	576.92	410.42
"putative_sRNA:p3581719_3582173"	50	34.5	44
"putative_UTR:m3582506_3582531"	30	49.08	42.08
"gene:Rv3206c"	712.17	1019.75	747.83
"putative_sRNA:p3583556_3584149"	137.83	152.33	119
"putative_UTR:m3583711_3583800"	122.17	152	109.92
"gene:Rv3207c"	627.83	890.83	637.67
"putative_sRNA:p3584314_3584700"	61	77.5	56
"putative_UTR:m3584659_3584805"	47.33	69.17	46
"putative_UTR:p3584959_3585003"	15	28.83	25
"gene:Rv3208"	233.5	336.33	254.25
"putative_sRNA:m3585040_3585157"	24	17.5	20.5
"putative_UTR:m3585555_3585676"	49.83	79.33	53.5
"gene:Rv3208A"	129.33	187.42	137
"putative_UTR:p3585691_3585777"	30	48.33	39.25
"putative_UTR:p3586118_3586273"	33	96.17	48.33
"gene:Rv3209"	113	366.17	209.42
"putative_UTR:p3586835_3587140"	35	162	92.67
"gene:Rv3210c"	246.67	259.67	186.67
"putative_sRNA:p3587271_3587380"	15.5	36.5	24.5
"putative_UTR:m3587540_3587755"	86.33	44.33	45
"putative_UTR:p3587618_3587797"	213	323.92	318.67
"gene:Rv3211"	813.33	1365.58	1037.67
"gene:Rv3212"	400	610.83	403
"putative_sRNA:m3590265_3590576"	17	23	22.5
"putative_UTR:p3590618_3590682"	37.5	35.83	33.5
"putative_UTR:m3590640_3590691"	94.58	116.83	107.75
"gene:Rv3213c"	726.08	802.83	612.42
"putative_UTR:m3591493_3591552"	68.5	59.33	50.33
"gene:Rv3214"	162.5	243.83	181.33
"putative_sRNA:m3591862_3592502"	54	48	49
"gene:Rv3215"	191	301.33	213.5
"putative_UTR:m3593730_3593803"	38.5	45.5	34
"gene:Rv3217c"	128	114	98.33
"gene:Rv3218"	50	68.33	49.5
"putative_sRNA:m3595097_3595543"	131	179.17	127.83
"putative_UTR:p3595434_3595712"	824.2	1150.92	996.53
"gene:Rv3219"	1665.12	2335.5	1840.45
"putative_UTR:p3595968_3596062"	171.92	257.92	186.67
"gene:Rv3220c"	910.58	1173.83	829
"putative_sRNA:p3596844_3597129"	4	28.5	16.5
"gene:Rv3221c"	317.33	359.33	253.58
"putative_UTR:m3597767_3597823"	153.42	173.17	119.58
"putative_sRNA:p3597807_3598681"	799.5	764.17	730.17
"putative_UTR:m3597855_3598050"	115.92	91.5	87.25
"gene:Rv3221A"	295.08	305.17	226.42
"gene:Rv3222c"	396.83	479.83	353
"gene:Rv3223c"	780.5	911.83	728.17
"putative_UTR:m3599552_3599738"	131.33	160.67	127
"putative_sRNA:p3599569_3599673"	4	21.83	9
"putative_sRNA:m3599766_3600204"	36	46.5	43.17
"gene:Rv3224"	680.83	863.92	520.83
"gene:Rv3224A"	93.67	123.92	84.33
"gene:Rv3224B"	59.17	79.25	53.17
"gene:Rv3225c"	285	408.17	314.33
"putative_UTR:p3601020_3601054"	27.17	29.92	28.83
"gene:Rv3226c"	70.5	115	70
"gene:Rv3227"	91.5	113.33	104.5
"gene:Rv3228"	58.33	70.5	60.5
"putative_UTR:m3605181_3605750"	177	61.83	133.17
"gene:Rv3229c"	4241.75	1426.67	2870.17
"putative_UTR:m3607035_3607111"	230.17	86.33	132.33
"putative_sRNA:p3607084_3607499"	14	6	4.5
"gene:Rv3230c"	939.58	275.75	368.83
"putative_UTR:m3608255_3608363"	143.83	70.92	103.17
"putative_sRNA:p3608313_3608866"	17	12	15
"gene:Rv3231c"	133.67	151.5	110.5
"gene:Rv3232c"	616.5	762.58	636.5
"gene:Rv3233c"	275.83	377.17	278
"gene:Rv3234c"	314.5	374.5	308.5
"putative_UTR:p3611146_3611299"	84.83	54.67	46.33
"putative_UTR:m3611190_3611459"	133.17	145.17	118.33
"gene:Rv3235"	79.5	63.67	44.83
"putative_sRNA:m3611612_3611836"	9.83	14.67	9.33
"putative_UTR:m3611880_3611958"	42.17	37.17	33.33
"gene:Rv3236c"	625.17	406.17	346.33
"gene:Rv3237c"	667.33	428	296.5
"putative_UTR:m3613604_3613663"	49.83	28.33	27
"gene:Rv3238c"	458.5	246.5	204.33
"putative_sRNA:p3614222_3614847"	89	101	80.83
"gene:Rv3239c"	465.67	395.33	335
"gene:Rv3240c"	2054	2316.75	1724.83
"putative_sRNA:p3618168_3618352"	11	10.5	18
"putative_UTR:m3620532_3620609"	234.75	149.25	162.67
"gene:Rv3241c"	1200.75	924.5	790.17
"putative_UTR:m3621255_3621475"	766.83	755.83	769.75
"putative_sRNA:p3621272_3621736"	31.25	32.5	35
"gene:Rv3242c"	30.67	41.5	27
"gene:Rv3243c"	228.83	223.33	169.5
"putative_UTR:m3623092_3623158"	28	38.33	30
"gene:Rv3244c"	625.08	923.5	622
"gene:Rv3245c"	1088.33	1561.92	1080.25
"putative_UTR:m3626614_3626662"	140.92	182.25	133.08
"gene:Rv3246c"	1371.92	1915.75	1353.75
"gene:Rv3247c"	33	120.83	86.5
"putative_UTR:m3628064_3628159"	57.83	207.83	141.5
"gene:Rv3248c"	840.83	2781.58	1825.5
"putative_UTR:m3629648_3629751"	74.5	401.5	173.5
"gene:Rv3249c"	301.67	2073.67	611.08
"gene:Rv3250c"	120.33	768.75	256.33
"gene:Rv3251c"	68.5	686.08	203.5
"gene:Rv3252c"	189.83	3695.33	898.12
"putative_UTR:m3631989_3632035"	21.17	241	72.53
"putative_sRNA:p3632063_3632625"	1	57.5	16
"gene:Rv3253c"	167.33	186.83	121.83
"putative_sRNA:p3632885_3633389"	39	51.5	51
"gene:Rv3254"	676.5	467.67	426.33
"putative_UTR:m3634832_3635040"	33.33	74.83	48.5
"gene:Rv3255c"	335.17	473	331.33
"putative_UTR:p3635064_3635094"	53.67	33.83	27.33
"gene:Rv3256c"	256	290	219.67
"gene:Rv3257c"	707.83	1032.67	689.17
"putative_sRNA:p3637869_3638241"	8	6	2.5
"putative_UTR:m3638710_3638773"	40	77.83	46.33
"gene:Rv3258c"	76	172.67	142.83
"gene:Rv3259"	33.5	59	46
"putative_UTR:m3639649_3639871"	71.67	217	113.5
"gene:Rv3260c"	244	803.58	437.67
"putative_UTR:m3640142_3640357"	188.5	720.92	368.75
"putative_UTR:p3640470_3640542"	28	41.67	34.75
"putative_sRNA:m3640476_3640549"	3.5	3.5	10
"gene:Rv3261"	268.5	308.67	259.25
"gene:Rv3262"	181.33	235.33	202
"gene:Rv3263"	110	232.5	165.5
"gene:Rv3264c"	506.5	784.33	504.33
"putative_sRNA:p3645942_3646597"	21.5	28	32
"gene:Rv3265c"	131.83	187.33	119.33
"gene:Rv3266c"	248.33	308.83	233.33
"gene:Rv3267"	337.58	904.58	498.75
"putative_sRNA:m3649141_3649456"	7	11	12
"putative_UTR:p3649382_3649419"	16.08	44.67	29.25
"gene:Rv3268"	166.75	284	207.08
"putative_sRNA:m3649823_3650103"	20	13	13.5
"putative_UTR:p3650110_3650233"	215.67	546.25	196.58
"gene:Rv3269"	623.25	1508.5	470.08
"gene:Rv3270"	1205.75	3108.08	923.17
"gene:Rv3271c"	132.5	156.5	149.33
"putative_UTR:p3652683_3653447"	190.33	423.33	160.67
"gene:Rv3272"	378.33	599.33	369.5
"gene:Rv3273"	1488.5	1710.17	1163.17
"putative_sRNA:m3655189_3656066"	70.5	165	107
"putative_UTR:m3656618_3656919"	87	159.17	111.5
"gene:Rv3274c"	583.08	823.17	581.17
"putative_UTR:p3656932_3657020"	76.83	76.67	63
"gene:Rv3275c"	87.33	142.17	102.5
"gene:Rv3276c"	207.5	317.17	256
"gene:Rv3277"	176.17	414.33	285.5
"putative_UTR:m3659925_3660109"	24.67	67.5	37
"gene:Rv3278c"	58	74	40.83
"putative_UTR:p3660697_3661191"	101.17	349.67	196.33
"gene:Rv3279c"	38	90.5	71.33
"gene:Rv3280"	1146	1650.67	1168.33
"gene:Rv3281"	960.67	1235.75	781.5
"gene:Rv3282"	143.33	288.28	178.83
"putative_UTR:p3664888_3664927"	6.83	29.03	7.5
"gene:Rv3283"	1025.67	1356.87	1016.5
"gene:Rv3284"	367	479.5	350.83
"putative_UTR:p3666250_3666356"	44	70.83	56.17
"gene:Rv3285"	966.17	1315.42	793.17
"putative_UTR:m3668045_3668168"	85.92	62	49
"putative_UTR:p3668160_3668346"	101	143.58	92.67
"gene:Rv3286c"	964.08	578.67	620
"gene:Rv3287c"	887.08	483.17	543.58
"putative_UTR:m3669389_3669585"	289.92	181.33	352.5
"gene:Rv3288c"	216.67	153.5	591.2
"putative_sRNA:p3669962_3670537"	32	53	37.33
"putative_UTR:m3670000_3670033"	2.17	3.83	94.78
"gene:Rv3289c"	12	45.5	617.73
"putative_UTR:m3670412_3670444"	6.33	30.83	342.81
"gene:Rv3290c"	195.58	563.58	6117.9
"putative_sRNA:p3670611_3670741"	4.5	5.5	0.83
"putative_sRNA:p3670801_3671059"	13	20	9.5
"putative_UTR:m3671795_3671844"	32.75	32.25	27.17
"gene:Rv3291c"	72.75	59.25	73
"putative_UTR:p3671883_3672327"	102.5	136.33	407.67
"gene:Rv3292"	199.58	195.5	454.08
"putative_UTR:p3673576_3673601"	15.58	15.17	33.75
"gene:Rv3293"	219.42	266.5	487.08
"putative_sRNA:m3674979_3675176"	6.5	8	13
"putative_UTR:p3675087_3675131"	25.33	23	37.33
"gene:Rv3294c"	5	5	3
"gene:Rv3295"	1471.58	1469.92	1130.08
"putative_UTR:p3676732_3676774"	83.92	82.25	66.42
"gene:Rv3296"	347.67	481.33	367.92
"putative_sRNA:m3680241_3680357"	4	5	9
"gene:Rv3297"	45.83	53.75	55
"gene:Rv3298c"	264.67	208.08	155.5
"putative_UTR:m3683025_3683050"	17.67	11.58	15.67
"gene:Rv3299c"	2068.83	1574.17	1247.67
"gene:Rv3300c"	372.17	290.67	217.33
"gene:Rv3301c"	716.67	586.5	464.33
"putative_UTR:m3687578_3687684"	109.67	110.92	80.83
"gene:Rv3302c"	539.33	593.75	503.67
"putative_sRNA:p3687691_3688097"	27.5	19.5	21
"putative_sRNA:p3688406_3688815"	92.67	84	87
"gene:Rv3303c"	311.33	318.75	235.83
"gene:Rv3304"	125.83	192.5	123.83
"gene:Rv3305c"	201.33	269.5	194.5
"gene:Rv3306c"	250.5	267.5	198
"gene:Rv3307"	94.5	157.5	128.5
"gene:Rv3308"	124	215	145.83
"putative_UTR:p3696469_3696567"	23.5	50	33.83
"gene:Rv3309c"	32	54.5	43
"gene:Rv3310"	190	450.83	306.17
"putative_sRNA:m3697953_3698455"	151	114.5	111
"gene:Rv3311"	261	491.5	308.5
"gene:Rv3312c"	144	180.5	196.83
"putative_UTR:m3700331_3700704"	172.17	282.5	279.92
"gene:Rv3312A"	378.67	428	491.08
"gene:Rv3313c"	245.67	302.42	204.5
"gene:Rv3314c"	168.17	189.17	115.67
"putative_sRNA:p3703219_3703592"	13.5	15.5	19.5
"gene:Rv3315c"	46.83	55	30
"putative_UTR:p3704048_3704101"	25.83	31.17	21.67
"gene:Rv3316"	89.5	104.5	87.5
"gene:Rv3317"	116	149	140.5
"putative_UTR:p3704872_3704899"	20.5	28.33	29.83
"gene:Rv3318"	292	470.33	339.33
"gene:Rv3319"	157.5	277.33	171
"gene:Rv3320c"	116.33	238.67	158.58
"putative_sRNA:p3707649_3707832"	34.5	101	68.5
"gene:Rv3321c"	89.5	158.33	109.75
"gene:Rv3322c"	54.5	64.33	42
"gene:Rv3323c"	73.33	96.5	66.5
"gene:Rv3324c"	23.5	36.5	14
"gene:Rv3325"	23	27.5	28.75
"gene:Rv3326"	41.33	53	43.58
"gene:Rv3327"	44.5	50.5	33.33
"putative_sRNA:m3712491_3712697"	10	23.5	16.5
"gene:Rv3328c"	212	170	163
"putative_UTR:p3714339_3714391"	18.83	27.33	28
"gene:Rv3329"	314.67	415.33	362
"putative_sRNA:m3714974_3715335"	36.5	28	23
"gene:Rv3330"	119	270.5	170
"gene:Rv3331"	310.33	431.67	361.33
"gene:Rv3332"	138.83	177.33	156
"gene:Rv3333c"	14	14	13.5
"putative_UTR:p3721232_3721256"	20.33	15.33	15.5
"gene:Rv3334"	81.83	67.83	66.25
"putative_UTR:p3721698_3721733"	6	9.5	3.75
"gene:Rv3335c"	304.33	329.5	228
"gene:Rv3336c"	654.67	752.83	572
"putative_sRNA:p3722635_3722716"	2	2	2
"gene:Rv3337"	146.17	104.67	76.67
"gene:Rv3338"	164.33	144.17	99.17
"putative_sRNA:m3723993_3724118"	10.5	22.5	15.33
"putative_sRNA:m3724286_3724445"	18	24.5	16.83
"gene:Rv3339c"	743.83	1063.67	713.17
"putative_UTR:p3725980_3726126"	54	78	74.17
"gene:Rv3340"	150.83	187.5	174.83
"gene:Rv3341"	135.33	156.5	129
"gene:Rv3342"	92	99.5	108.5
"gene:Rv3343c"	697	785.83	586.33
"putative_sRNA:p3729991_3730641"	99	156.83	118.5
"putative_sRNA:p3735559_3735817"	28	18	30
"gene:Rv3344c"	3.5	0	6
"gene:Rv3345c"	24.5	24	21.5
"putative_sRNA:p3743104_3743430"	20	15	23
"gene:Rv3346c"	35.5	23.5	32.5
"putative_sRNA:m3743525_3743620"	44.5	48.5	51.5
"gene:Rv3347c"	3339.83	2884	2610.25
"putative_sRNA:p3744762_3745118"	140.5	175.5	135
"putative_sRNA:p3753440_3753697"	100.5	85	70
"gene:Rv3348"	75	62.83	56
"gene:Rv3349c"	8	12	13
"putative_sRNA:p3755716_3756089"	48.5	46.83	35
"gene:Rv3350c"	463.08	650.5	484
"putative_sRNA:p3760177_3760773"	84.5	95.5	74
