"SRR5689224_sorted"	"SRR5689225_sorted"	"SRR5689226_sorted"	"SRR5689227_sorted"	"SRR5689228_sorted"	"SRR5689229_sorted"	"SRR5689230_sorted"	"SRR5689231_sorted"	"SRR5689232_sorted"	"SRR5689233_sorted"	"SRR5689234_sorted"	"SRR5689235_sorted"
"putative_UTR:m3972454_3972551"	126.08	141.58	137.83	206.42	842.33	230.17	96.25	63	97.5	68.67	578.58	1364.41
"gene:Rv3534c"	971.25	989.58	2055.33	2807.92	7540.91	2493.42	931.42	890.67	868.67	641.17	7525.08	14702.58
"gene:Rv3535c"	778.33	750.33	1794.08	2305.75	5736.75	2615.67	537	486.92	474	423.33	7284.2	14652.67
"gene:Rv3536c"	969.67	887.08	2228.25	2800.08	5469.17	4007.75	594.33	405.75	591.67	517	8319.37	15651.5
"putative_UTR:m3975297_3975334"	99.17	78.5	123.33	155.83	284.67	179.67	34.5	30.5	18.83	29.67	300.33	591.25
"gene:Rv3537"	996.83	1204	839.67	1163.92	2492.67	1123.67	1361.75	1365.83	873.83	761.33	13244.92	15298.33
"gene:Rv3538"	486.83	479.5	313.5	464.08	485.17	113.5	267.92	237.42	375.5	328.33	4579.5	5037.25
"putative_UTR:p3977923_3977949"	49.33	39.67	33.5	55.83	39.83	12.5	21.5	14.42	43.67	44.67	492.08	655.92
"gene:Rv3539"	407.67	361.67	528	726.5	1557.83	425	350.17	301.33	1035.67	571.83	656.92	768.17
"putative_sRNA:m3978143_3978364"	57	56.33	34	70.5	101	23	27	34.5	34	12	19	18
"putative_sRNA:m3978687_3979153"	327.33	371	114	173	154.33	41	85	77.5	54.5	68	127	129
"gene:Rv3540c"	966.58	898.25	236	290.33	493	159	586.5	404	597.33	475	4165.42	2256.83
"putative_sRNA:p3979648_3979926"	56	34.5	36.5	39.5	107.5	28.5	23	16	17.5	9	20.5	15
"gene:Rv3541c"	307.92	251.67	62	89.5	144	55.5	150.5	120.5	156.67	128.5	1588.58	775.58
"gene:Rv3542c"	921.33	937.83	258	365.67	593.33	216	575.92	450.17	626.37	468.5	5957.2	3013.92
"gene:Rv3543c"	1773.53	1639.42	614.67	797.67	1351.17	579.83	1073.58	714.58	1290.12	1009.33	11533.28	7352.67
"putative_sRNA:p3982598_3982891"	139	153.67	195.5	302	468.5	147.5	108	121	377.33	255.5	146.5	200
"gene:Rv3544c"	1844.7	1795.5	799.67	1058.67	2740	1302.67	983	788.08	2030.58	1659.33	14040.17	9127.42
"gene:Rv3545c"	1469.75	1754.67	1771	2401.83	7361.83	5387.83	3192.25	3558.5	1676.33	1385.67	31143.42	18614.75
"gene:Rv3546"	912.67	1014.75	1102.17	1395.25	2883.17	1452.33	1847.53	1849.33	952.17	864.5	25716.08	20151.45
"putative_UTR:p3986733_3986843"	57.17	61	62.83	93.67	157.33	78.17	122.37	117.42	53.33	53.5	1777.08	1323.45
"putative_sRNA:m3986842_3987229"	359	329.08	119.5	160.5	481	174.5	61.5	58.5	83.5	102.33	246	463
"gene:Rv3547"	1174	1213	410.33	505	933.17	279.67	971.83	898.33	281	327	1168.33	1058.12
"gene:Rv3548c"	916.25	979.25	403.5	584	1978.67	748.5	493.67	435.42	555.33	496	1824.92	5567.83
"gene:Rv3549c"	831	859.67	319.5	443.5	2367.42	1088.33	336	278.5	357	348.5	2780.67	7506.58
"gene:Rv3550"	707.83	890.12	291.33	347	1229.67	448.17	403.75	444.83	165.5	191.67	1021.5	6039.58
"gene:Rv3551"	760.17	832.45	199.33	240.67	763.33	245.5	342.42	366.67	215.33	247.17	984	6095.33
"gene:Rv3552"	596.33	473.83	122.5	172.67	472.17	106.83	224.33	202.58	154.83	186.5	620	3672.58
"gene:Rv3553"	597.5	633.33	145	237.67	742.67	124	266.5	182.58	228	223.5	726.33	4877.17
"gene:Rv3554"	1347	1324	115	172	771.67	249.5	297.67	236.33	86.5	99.5	523.33	1519.5
"gene:Rv3555c"	759.25	762.58	250	341.67	403.42	133.67	299.67	152	127.83	118.67	379.08	1759.75
"putative_sRNA:p3995252_3995500"	263.83	270.25	195.83	254.33	403.75	76	174.83	96	126	101.5	68.5	216.5
"putative_sRNA:p3995618_3996043"	246.33	189.67	2689.83	3002	1677.92	601.5	100	82.5	479	417.83	343.5	480
"putative_UTR:m3995700_3995803"	289.5	281.92	150.5	188.67	182.75	41.17	125.17	69.33	137.33	125.42	226.75	1264.16
"gene:Rv3556c"	2093.75	1993.33	1051.67	1296.75	2017.45	595	810.42	624.5	772.5	735.92	2116.67	12897.22
"putative_UTR:m3996965_3997028"	246.67	246.75	107.83	151.75	278.45	105	79.33	54.67	68	66.5	263.75	1852.14
"gene:Rv3557c"	701.92	663.67	394.5	514.08	1023.28	422.33	145.42	121.5	190.75	207	899.42	6034.56
"putative_sRNA:m3997675_3997903"	23.5	41	74.83	104	95	33	12	5.5	14	24.5	13.5	44
"putative_UTR:p3997951_3997979"	47.83	36.75	76.33	148	87.33	15.33	16.75	15	5.5	4.5	20.33	28
"gene:Rv3558"	353.83	342.17	419.83	674.33	907.67	164.83	175.75	140.83	62.5	60	200.83	248.5
"putative_UTR:p3999639_3999695"	57	59.5	52.5	84.83	113.83	27	36.67	23.33	6	8	30	50.5
"gene:Rv3559c"	318.92	265.5	187	265.83	310.08	387.33	91	70.5	62.5	84	218.5	1304.17
"gene:Rv3560c"	603.58	530.5	211.5	297	556.67	263.5	114.25	106	87.5	95.83	339.5	2728.83
"gene:Rv3561"	909.83	904.67	327.83	460	620.33	176	398.5	357	136	202.83	369.83	2851.17
"gene:Rv3562"	757.42	735	248.17	390.17	491.33	121.5	324.83	272.5	143.5	192.83	346.33	2440.08
"gene:Rv3563"	441.17	459.83	169	280.83	288.67	61	210.83	131.92	115	169	212.67	1822.5
"gene:Rv3564"	317.83	326	121.5	178	200.17	48	160.33	103.92	107.33	132	135.67	1075.75
"gene:Rv3565"	341	274.67	83.5	143.83	185.67	40.5	123	106.83	88.33	75.5	117	876
"gene:Rv3566c"	1743	1711.42	319.17	481.5	788.67	214.17	2683.83	2297.83	413.67	437.92	2327.53	1262.67
"gene:Rv3566A"	316.5	314.17	129.67	168.17	237.5	86.33	560.83	418.28	157.67	141.42	1052.12	480.7
"putative_UTR:m4008434_4008547"	295.5	261.58	93.67	129.83	147.17	47.33	164.33	110.12	127.33	107.17	915.83	409.2
"gene:Rv3567c"	869.75	681	506.83	716.83	691.42	206.08	712.17	705.33	927.5	663.17	3966.75	2223.33
"gene:Rv3568c"	2007.28	1939.08	1526.5	2226.92	2038	734.92	2393.58	2300.25	1961.2	1642.67	14545.67	8093.33
"putative_sRNA:p4009676_4010000"	67	44.75	39.5	57	315	115.5	22.83	12.83	24.5	19	62.83	59.5
"gene:Rv3569c"	2050.9	1895.75	1201.33	1638.08	1324.92	614	1425.58	1246.17	1117.03	1162.17	17072.25	7607.17
"gene:Rv3570c"	2978.7	2845.33	2381	3248.83	4244.5	2639.83	2125.58	1841.17	1423	1547	37171	18188.33
"putative_UTR:m4012271_4012299"	134.58	138.17	105	157	326.33	204.17	82	78.83	54.67	47.83	2359	945.33
"putative_UTR:p4012304_4012416"	166.58	151.25	79.17	75	438.42	199	90.67	61	46	51	888.5	1048.42
"gene:Rv3571"	745.75	781.5	485.67	545.67	2080.25	1166.83	440.67	307	219.5	272	9808.83	12643.67
"gene:Rv3572"	626	603.33	361.5	399.33	1260.5	792.92	1017.17	1031.33	251	256.5	3437.25	3435
"putative_UTR:p4014042_4014073"	33.83	35.17	30	30	72.33	44.25	31.67	32.75	15.5	28.5	205.17	202
"gene:Rv3573c"	508.83	516.83	663	876.5	1502.5	621.83	299.33	230.5	381.5	436.25	2647.5	4877.33
"putative_UTR:p4016304_4016483"	310.67	300.75	586.17	814.25	4667.42	2340.67	746.67	798.83	278.42	280.67	8591.5	2051.42
"gene:Rv3574"	618	631.25	657.53	964.08	6173.17	2995.17	958.5	952.17	550.92	485.83	15144	3572.67
"putative_UTR:p4017084_4017121"	62.83	47.83	49.7	67.5	383.25	173.83	65	72.83	60	44.67	1150	305.25
"gene:Rv3575c"	965	977.17	234	345	555.33	146.5	245.5	176	52	98	135.33	299
"gene:Rv3576"	1472.17	1436.25	320.5	332.33	719.33	180.33	490.5	390.17	209	204	197.17	248.83
"gene:Rv3577"	1160.33	1131	135.5	177	364	93.17	332.08	182.42	83.5	95	140.08	199.83
"gene:Rv3578"	933.67	1000.33	74	99	191.5	37.33	226.75	140.75	52.5	58.5	52.75	126.83
"putative_sRNA:m4020579_4020678"	161.17	124.42	160.33	254.67	64.67	16	27.83	22.5	18	26	13.33	74
"putative_sRNA:m4020784_4020941"	168.67	143	101.17	169	52.58	13.75	23.33	19.5	9.83	24.83	22.67	71.5
"putative_sRNA:m4020963_4021201"	191.83	170.33	163	240	107.17	28.83	29.5	21	10.67	20.67	40.58	108.33
"putative_sRNA:m4021228_4021374"	160.5	141.5	119.67	137.83	66.25	31.33	44.5	35	12.33	13.67	31.42	77.67
"gene:Rv3579c"	2939.17	2918.08	7105.08	9778.87	1371.75	450.25	1533.83	1277.25	402.25	618.83	713.33	1765.5
"putative_sRNA:p4021982_4022433"	368.17	382	84.5	117.83	397.5	181	258.75	188	95.5	110.5	135.33	227.5
"gene:Rv3580c"	3992.94	3671.09	11749.16	16738.72	3695	1501.5	1594.08	1026.75	885.16	1869.08	1725	3482.53
"putative_UTR:m4023804_4023867"	1175.69	1038.21	1772.33	2471.42	953.91	405.91	331.83	190.67	409.25	659.08	520.75	872.03
"gene:Rv3581c"	10309.06	9622.54	12383.03	17214.79	10981.41	4130.48	4337.25	2678.92	5294.7	6352.58	5667.75	7090.2
"gene:Rv3582c"	23542.52	22558.43	19095.87	28199.37	19879.37	11855.57	14666.97	13726.15	9311.18	14581.58	13169.42	24815.08
"gene:Rv3583c"	45142.23	41826.18	41149.33	54926.17	48642.95	28073.5	54660.3	62719.31	25040.32	32440.58	37205.5	49923.92
"putative_sRNA:m4025781_4025936"	44	36	44	60.5	98	36	10	7	4	19	40.5	50
"putative_UTR:p4025791_4025829"	391.62	333.67	34	38.33	338.67	175.83	199.33	123	9.33	25	145.83	151.17
"gene:Rv3584"	2652.65	2336.58	159.17	168.17	2646.45	1337.5	1409.86	1006.33	62.08	111.17	1224.08	1219.12
"putative_UTR:p4026379_4026443"	474.36	445.58	23.17	39.33	472.78	174.17	272.45	189	14.25	26.67	240.61	225.12
"gene:Rv3585"	2692.28	2531.08	218.67	314.5	1900.78	758.17	1262.95	749.25	90.08	150.17	658.36	925.7
"gene:Rv3586"	1121.92	1065.67	148.5	164	793.33	324	397.5	214.83	44.83	92	359.5	422.08
"putative_UTR:m4028421_4028967"	2700.08	2473.92	267.67	329.78	1668.08	807.5	839.75	506.75	184	239.5	341.5	408.42
"gene:Rv3587c"	8565.08	8591.03	449.37	631.95	5061.92	2444	4359.5	3204.16	486.08	763.33	735	730.75
"putative_sRNA:p4028984_4029096"	190.5	212.75	32	51.83	163	82	100	67	23	25.5	140	135.25
"putative_UTR:m4029763_4029870"	386	395.37	110.2	171.33	167	42.83	523.08	663.75	141	184.83	64.25	231.17
"gene:Rv3588c"	1644.83	1595	719.2	985.83	863.17	189.33	1980.75	2381.75	548.5	797	263.75	763.42
"gene:Rv3589"	1344.83	1445.5	125	186.5	669.67	185	505.67	312.5	39	111	179.17	308.5
"gene:Rv3590c"	1119	1263.75	540.25	822.25	3275.08	1111.58	914.5	708	367.83	352.5	804.17	756.33
"gene:Rv3591c"	287.33	299.5	227.5	339.5	122.5	46	119.5	93.83	12.5	24	30.5	66.83
"gene:Rv3592"	5511.62	5702.17	3099.25	4424.08	3431.62	873.58	3430.42	3598.08	1077.33	1436.5	1340.12	3834.42
"gene:Rv3593"	6207.28	5963.12	2194.92	3154.5	3050.03	887.75	2302.5	2008.33	943.17	1197.58	1275.28	2998.75
"putative_UTR:p4035711_4035756"	339.33	332.37	42.67	57.58	152.08	39.17	89.5	52.17	64	83.08	74.92	161.17
"gene:Rv3594"	942	921.92	214.33	323.17	388.17	79.17	434.5	294.83	214.83	289.17	187.5	354.67
"putative_sRNA:m4036492_4036625"	129	138.5	252.5	366.33	235.5	66.5	63.5	54	59	71.5	88	162.33
"gene:Rv3595c"	2265.5	2362.61	2408.58	3711.33	3706	658.33	1906.58	1556.6	1531.83	1505.75	1126.78	2641.66
"putative_UTR:m4038051_4038157"	1500	1538.7	974	1522.33	1763.66	294.5	1313.08	1192.05	898.58	881.58	800.28	1567.58
"gene:Rv3596c"	54734.33	51265.03	22292.91	30165.58	55542.28	12799.17	38845.91	37581.3	13846.66	14067.33	25556.5	58356.83
"putative_sRNA:p4040611_4040715"	16	14.83	17	23.5	20.5	10.5	5.5	6.67	3	0.5	8.5	13
"putative_UTR:m4040705_4040889"	1662	1352	700.33	880.92	2381.37	767	1155.08	1292.67	313.5	314.5	830.92	2100.42
"gene:EBG00000313367"	19	30.5	11	17	23	9	17	16.5	5	2.5	12.5	19
"gene:Rv3597c"	3780.03	3898.67	2933.37	3566.25	9703.2	3170.58	3407.87	3007.92	853.83	751.17	2329.83	6014.83
"putative_sRNA:p4041235_4041360"	9.5	16	20	25	35.83	7.5	13.33	9.5	3.75	7	5.5	22
"putative_UTR:m4041320_4041422"	760.95	610	363.37	393.42	1744.78	589.33	605.7	613.75	107.83	80.67	382.33	996.83
"gene:Rv3598c"	1632.42	1539.75	290.08	297.17	1167.33	422.67	317.17	225	112.17	134.33	374.5	639.25
"gene:Rv3599c"	172.92	177.58	81.25	86.83	214.92	39.83	80.67	65.5	83.33	80.17	152.92	76.92
"gene:Rv3600c"	2001.5	2034.92	654.33	860.75	2188.7	398.5	891.58	736.75	606	603	1735.67	819.5
"gene:Rv3601c"	1122.75	1117	448.25	556.25	1458.87	276.08	495.58	453.92	290.67	264.67	927.83	518.08
"gene:Rv3602c"	2359.42	2243.17	807.25	1186.17	2704.17	598.58	757.67	442.67	735.17	653.83	1732.42	1054.08
"gene:Rv3603c"	2420.5	2096.08	1281.58	1722.5	3736.08	1076.17	602.83	398.67	433.17	529.33	1855.83	1442.83
"putative_UTR:m4046119_4046167"	351.92	316.75	175.33	241.17	628.17	156.33	67.5	49.33	36.67	65.83	219	207.5
"gene:Rv3604c"	4899.33	5272.17	560.67	839.75	1698	495.5	2291.33	1603.92	542	689	788.17	1822.67
"gene:Rv3605c"	1553.83	1471.42	272	360.08	771.33	133.33	769.67	566	1018.5	777.58	196.53	343
"putative_sRNA:p4047945_4048163"	50.5	46	59.5	62.5	145.5	76	14	8.5	16.33	20	35.5	27
"gene:Rv3606c"	1954.45	1979.2	356.33	538.75	1047.17	190.5	1166.33	911	1604.25	1143.58	269.87	439.33
"putative_sRNA:p4048596_4048833"	344.83	272.33	91	110.33	476.83	146	116.33	67.83	105	78.5	81	227.5
"gene:Rv3607c"	1502.07	1586.12	335.5	472.33	850.83	196	875.83	645.67	1228.25	906.5	231.17	355
"gene:Rv3608c"	2770.87	2844.75	873	1236.5	1589.83	409	1244	925.42	2168.58	1813.17	416.33	660.83
"gene:Rv3609c"	3012.33	2819	2370.17	3363.42	2682.08	560.17	1796.33	1371.25	3555.83	3490.83	653.83	941.08
"gene:Rv3610c"	16284.92	15277.42	14513.17	18416.67	14979.75	3776.83	15429	13048.78	20821.33	19553.5	4274.08	5534.17
"putative_UTR:m4052884_4052917"	709.25	610.42	367.67	439.5	626.83	201.17	431.17	436.45	226.83	220.67	193.25	178.33
"gene:Rv3611"	269	263.67	146.5	181.33	195	51	73	31.5	76.33	141.5	33.5	46.83
"putative_UTR:m4053401_4053517"	1224.03	1027	98.75	130.75	716.83	295.33	259.25	162.92	79.67	195.33	390	306.83
"gene:Rv3612c"	3979.97	3294.84	277.97	379.72	2492.13	935.73	996.18	685.18	301.38	709.85	1045.15	402.2
"putative_UTR:m4053848_4053880"	1584.11	1267.54	113.13	196.38	1078.71	344.23	704.09	566.18	244.8	447.6	443.15	125.78
"gene:Rv3613c"	4731.84	3984.99	471.8	679.63	3773.98	951.56	2650.28	2216.15	806.96	1401.17	1583.59	381.28
"putative_UTR:m4054043_4054141"	4407.7	4016.65	516.88	763.75	4204.52	1011.56	3635.83	2942.07	1024.21	1620.68	2081.87	386.16
"gene:Rv3614c"	14743.1	13669.6	4372.13	6130.49	27298.65	6016.49	29602.69	28274.91	5620.82	8813.37	14109.21	1536.75
"putative_UTR:m4054697_4054811"	5035.65	4673.52	2011.49	2859.08	12615.8	2647.37	17104.95	15800.07	2224.11	3851.02	6850.81	483.67
"gene:Rv3615c"	11572.2	11411.25	4779.19	6487.32	27925.82	6155.68	34634	32406.45	4470.14	7563.78	15444.06	1169.5
"putative_UTR:m4055124_4055196"	4354.96	4378.98	1344.86	1817.08	9386.21	2365.32	10713.2	9259.01	1531.69	2549.2	5468.09	404.41
"gene:Rv3616c"	48080.83	45332.95	15030.33	19426.66	93670.12	30877.49	77040.79	64412.99	11407.56	21005.54	55384.18	4989.75
"putative_sRNA:p4056275_4056911"	255.67	243.58	500.5	565.5	847.17	370.25	121.17	88.58	161.83	181	244	178
"putative_UTR:m4056376_4056471"	1423.53	1455.25	820.67	1080.67	4777.25	1818.42	3135.37	2479.67	453.78	832.5	1801	211.83
"gene:Rv3617"	1323.67	1302.08	460.5	616.5	1105.08	282.5	1791.83	1556.67	540.33	547	1199.33	782.33
"gene:Rv3618"	972.5	1042.17	325.5	415.5	642.25	161	1228.83	1232	422.33	421	903.17	418.83
"gene:Rv3619c"	250.83	230.67	119	158.42	407.33	64.83	253.33	234.33	96	83.33	117	247.5
"gene:Rv3620c"	232.33	267.25	107.5	132.42	487.42	60.83	263.33	271.33	76.5	69.83	106	291.83
"gene:Rv3621c"	191.67	213.83	138.5	201.17	298.33	82.83	93.5	75	36.75	41.5	81.83	238.5
"gene:Rv3622c"	41.5	58	56.83	121.17	123	27.5	28.5	28.5	6.5	9	19.83	62.5
"putative_sRNA:p4062360_4062495"	147	114.83	35.5	53.83	164	35	62	29.83	44.5	107.33	13.83	27.5
"gene:Rv3623"	1209.17	1046.08	262	361.17	588.33	153	788.5	551.17	165	336	168.83	218
"putative_UTR:m4063208_4063253"	327.25	293.33	28	52.75	204.83	58.67	177.67	118.42	60.83	62	84.17	64.83
"gene:Rv3624c"	2066.25	1767.5	243	331.5	1594	616.5	1198.5	989.92	356.67	361.5	651.25	639.67
"gene:Rv3625c"	1548.67	1523.25	466.17	548.42	1346.75	390.33	592.75	341.58	422.17	480.67	288.67	957.83
"gene:Rv3626c"	3794.53	3954.92	905.08	1199	3996.08	1483.33	1657.75	1234.42	979.5	1215.17	1151.5	3214
"gene:Rv3627c"	5584.78	5997.25	2147	2777.92	6888.33	3539.33	4119.58	3400.25	1782.58	2035	2430	6022.33
"putative_UTR:p4067383_4067422"	50.75	45.17	8	13	85	33.67	15.33	8.5	4	7.5	9	31.5
"gene:Rv3628"	436.75	428.92	71.33	92.5	781.33	362.83	144.17	92.83	21.17	25.5	169.33	266.5
"putative_UTR:p4067912_4067978"	161.83	157.75	31.83	53	312.5	142.5	48.67	25.83	12.17	16.5	78.83	87.17
"gene:Rv3629c"	1216.33	1182.83	283	374.83	1013	360.5	446.33	303	102	161	296.5	499.5
"gene:Rv3630"	1441.08	1390.83	191.5	272	737.5	232.5	465	321.5	71.5	101	257.17	513.92
"putative_sRNA:m4069713_4069821"	67.5	69.5	91	114.83	192.83	77.5	64.5	56.5	110.75	91.5	79	111
"gene:Rv3631"	1098.17	1059.33	161.5	187	492.67	125.5	264.33	157	89.17	107.5	115.67	303.58
"gene:Rv3632"	557	506	65	84.33	322.92	89.33	220.5	153.33	49	58.83	77.83	169.33
"putative_UTR:p4071581_4071790"	684	696.67	187.83	226.67	2117.08	465.7	1325	1321.58	431.75	314	724.17	704.75
"gene:Rv3633"	3869.53	3950.37	1067.5	1450.83	9286.42	1794.7	5865.17	6608.67	2771.67	2074	3841.75	3846.83
"gene:Rv3634c"	1097.83	1064.17	117.5	178	712	238.58	507.17	386	143.5	159	201.17	324.5
"putative_UTR:p4072667_4073344"	1498.2	1377.03	271.67	405.33	1339.25	302.5	1091.75	1346.67	893.33	803	546.58	825.5
"putative_sRNA:p4073404_4073530"	49.67	46.17	29	34.33	40.33	14.5	26.5	31	36.5	31.5	17	26
"gene:Rv3635"	990	933.17	481.83	629.5	722.33	270	270.33	189.5	97.5	127	483.83	1139.33
"putative_UTR:p4075698_4075751"	128.42	96.83	45.83	67	334.5	143.5	65.83	43	58.67	42.83	160.5	146.33
"gene:Rv3636"	386.08	385.17	256.83	357	1055.33	445.5	266.67	194	275.67	208.83	487.58	460
"gene:Rv3637"	24.83	18	97.5	132	75.5	21.5	10.5	10.5	8	8	47.5	60.5
"gene:Rv3638"	12.33	11.5	95.25	164.5	21.5	9.5	17	14	3	5	18	30
"putative_sRNA:p4077869_4078067"	92.5	116.5	233.58	313.5	244.5	56	109.5	78.67	52.5	48.5	47	95.5
"gene:Rv3639c"	30.5	31.5	92	133.33	140.17	42.2	28	17	12	12	40.5	30.5
"gene:Rv3640c"	109	94	306	443.83	211.83	81.2	43.5	26.83	28.5	27.5	71.5	110.5
"gene:Rv3641c"	1019.67	919.5	859	1077	1296.08	470	224.67	172.83	575.5	519.25	610.67	1176.17
"gene:Rv3642c"	1297.33	1039.92	954.33	1051.83	1994.25	575.17	597.33	435.83	984.17	816.5	609.5	1274.83
"gene:Rv3643"	2	1	41	57.5	9	5	1	2	2	0	1	11
"gene:Rv3644c"	1212.67	1246.7	540.17	692	1642.67	539.58	561.75	334.83	239.33	254.17	838.25	1017.83
"putative_UTR:m4082722_4083013"	449	433.03	247.17	328	1340.83	573.92	296.75	199.33	129.17	125.17	771.08	548.33
"gene:Rv3645"	7422.17	8038.5	1724.83	2375.5	8976.33	1711.67	4866.33	3809.08	1850.5	1867.17	4894.17	5917.42
"putative_UTR:m4084392_4084452"	265.25	316.17	29	38.83	175.17	24	125.17	79.33	25.5	45.5	61.17	80.17
"gene:Rv3646c"	10929.67	10508.78	856.67	1105	6365.42	1521.67	3016.33	2113.42	658.67	1049.33	1826.5	2777.5
"putative_UTR:m4087258_4087609"	2471.25	2573.62	195.67	254.33	1712.83	542.33	1073.33	953	165.25	245	508.75	854.67
"gene:Rv3647c"	4752.92	4867.17	299.5	414.83	2003.92	608.42	3293.28	3297.25	425.08	573.58	949.67	2320.08
"putative_UTR:m4088189_4088327"	6347.85	7329.69	344.67	484.33	2525.91	663.33	7305.26	6783.25	1022.5	1027.75	1348.25	1061.58
"gene:Rv3648c"	23350.49	24380.39	1286.58	1723.42	8372.33	2495.75	25016.34	27632.19	3449.16	3229.08	5503.5	3495.58
"putative_UTR:m4088532_4088709"	19489.88	18833.59	1137.92	1397.25	7117.16	2269	19739.18	23202.35	2492.16	2467.91	4925.83	2979.25
"gene:Rv3649"	964.67	1040.83	250.5	379.17	568.58	186.5	645.33	439.83	372	437.75	220.5	348.83
"gene:Rv3650"	142.5	148.83	62	74.5	218	96.5	102.83	80	77.5	51.5	105	125.5
"gene:Rv3651"	2529.83	2551.42	170.83	234	1172.83	362.67	1023.33	1435.25	330.17	193.5	238.17	354.5
"putative_UTR:p4092879_4092945"	148.5	150.25	19.83	32	129.17	21.33	95.67	119.58	52.17	33.5	16.67	36
"gene:EBG00000313385"	130	108.33	38.5	46	47	12	85	90	32.5	30	13.5	28.33
"gene:Rv3652"	291.83	317.83	84.33	123.67	1291.33	240.83	325.17	257	242.17	186.5	225.5	189.17
"gene:Rv3653"	134.33	142.25	58.33	69.67	377.17	67	137	103.5	92.67	73	73.17	81
"putative_sRNA:p4094656_4094973"	95.5	91.33	74.5	85	300	83.5	78	48	39	43.5	86.83	115.83
"gene:Rv3654c"	194.17	192.83	94	126.5	211.5	67.5	169.33	154	155.67	140.83	122.5	226.33
"gene:Rv3655c"	264.42	289.33	76	88.67	252.67	115.33	217.42	185.17	115.17	116	118.83	219.67
"gene:Rv3656c"	151.83	141.67	71.17	96.17	183.17	97.83	120.67	111.83	61.17	67.5	86.5	129.67
"gene:Rv3657c"	295.83	242.17	107.67	179.5	182.67	69.33	159.08	138.5	24.5	54.67	168.75	173.33
"gene:Rv3658c"	1044.42	1033.83	307.5	499.67	1156.42	271.17	727.83	571.83	167.58	292.33	492.75	703.83
"gene:Rv3659c"	604.17	543.25	613	925.83	538.33	191.83	281.58	217.83	46.75	156	427.83	261.83
"gene:Rv3660c"	1957.25	1496.42	2530.17	3775.33	3282.83	1469.83	943.83	532	278.33	1337.58	1773	960.33
"gene:EBG00000313324"	2330	2284	2073.67	2907.5	3780.83	1797.58	1470.5	1289.17	1294.83	1847.08	2113.33	919.5
"putative_UTR:p4099518_4099646"	222.5	236.58	94.83	97	493.67	180.08	147.33	87.08	51.83	56.5	250.33	171.92
"gene:Rv3661"	3264.67	3116.83	546.83	809.33	2405.67	886.08	1207	885.58	425.83	552	1213.67	2263.92
"gene:EBG00000313318"	1647851.68	1403128.15	844010.41	1210526.83	1787907.99	1597544.66	2297546.22	2781227.88	9486235.05	8346607.39	3899955.47	3622444.06
"putative_sRNA:m4100684_4100937"	1363.58	2561.67	569.58	1522.17	1264.25	1061.42	3284	4886.75	43560.49	10950.33	3754	4092.25
"gene:Rv3662c"	506.25	621.5	913.33	1378.92	289.83	125.5	336.92	337.25	219.25	164.25	162.58	631.67
"gene:Rv3663c"	1335.25	1441.5	2212.33	2710.75	983.5	782.5	631.08	658.83	565.08	436.42	446.83	1244.83
"putative_sRNA:p4102101_4102175"	476.33	560	19	50	255	43	2684.17	2686.5	125	369	124	202.33
"gene:Rv3664c"	283.67	300.33	92.5	113.17	148.5	33.5	114.83	116	44.5	49.5	55.5	78.5
"gene:Rv3665c"	348.67	380.17	145	217.33	354.83	67	155	170.17	64	63.5	97.5	143
"gene:Rv3666c"	739.33	729.67	472.33	639.17	503	119	347.17	283.33	228.25	180	137	286.83
"putative_sRNA:p4105639_4106255"	757.42	713.83	5811.42	8132.17	3602.67	1499.92	403	248.08	796.33	672.33	1929.17	1097.33
"putative_sRNA:m4107190_4107590"	124.33	139.5	209.33	249.33	303	76.5	133.08	93	59	83.5	107.5	97.5
"gene:Rv3667"	1756.67	1899.42	1653.67	2251.17	1613.67	495.33	834	699.5	251.5	211	482.5	773
"putative_sRNA:m4108788_4109177"	163	125.33	563.33	782.5	367.33	161.5	38.17	27.5	26	45	95.5	149.5
"putative_sRNA:m4109415_4109643"	236.33	248.5	344.33	438	654.83	266	151.5	96.5	106	144.5	272.5	312.83
"gene:Rv3668c"	669	707.67	533	766	1104	453.5	259	202	201	238.5	423.5	1252.67
"putative_UTR:p4110665_4110826"	511.25	488.92	249.33	279.33	376.5	110.83	175.58	122	41.5	56.9	148.83	157.5
"gene:Rv3669"	1215	1109.17	461.5	608.67	931.25	307.67	474	353.67	134.17	162.73	309.5	289.33
"gene:Rv3670"	750.58	702.5	656	924.17	516.92	136	139.92	97.17	67.17	113.83	165.83	237
"putative_sRNA:m4112111_4112281"	251.33	220.17	118.5	176.5	123.33	28	56.33	59.83	18.33	61	27.83	97.33
"gene:Rv3671c"	3533.03	3579	793	1074.33	1226.5	363	1534.67	1237.08	313.17	511	539.5	1234
"gene:Rv3672c"	2526.53	2696.73	726.17	1130.58	1214	370.17	1263.2	1049.5	306	420.67	542.58	1251.92
"putative_UTR:m4114343_4114473"	1099.86	1085.38	256.92	357.42	598.92	177.17	529.87	437.42	93.83	167.67	279.08	647.12
"gene:Rv3673c"	3108.7	3045.35	1209.92	1561.08	2020.42	765	1630.17	1174.58	301.67	510	1077	2413.95
"gene:Rv3674c"	2025	1761.03	1197.83	1598.67	3746.17	1624.67	636.33	453.92	336.83	418	1174.5	2494.17
"gene:Rv3675"	657.08	650.67	152	216.33	4013.33	578.25	708.67	568	211.17	136.17	1873.33	741.33
